#SGD	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau 9	diau 11	diau 13	diau 15	diau 17	diau 19	diau 21
S000002341	-0.03	-0.12	-0.01	-0.27	0.25	-0.09	0.31	-0.03	0.46	0.39	0.67	0.61	0.68	0.59	0.75	0.44	0.39	0.31	-1.29	0.41	-0.09	0.1	0.26	0.12	-0.3	-0.06	-0.01	0.26	-0.15	-0.15	-0.23	-0.14	-0.38	-0.1	-0.62	0.63	-0.71	-1.74	-0.74	1.28	1.54	-2.25	-2.94		-0.34	-0.15	-0.97	0.1		-0.07		-0.84	-0.01	0.58	-0.71	-0.27	-0.32	-0.89	-0.49	-1.29	-0.94	-0.76	-0.3	-0.17	1.1	0.45	-0.34	-0.69	-0.25	-0.17	-0.25	-0.47	0.1	-0.54	-0.89	-1.36	-1.43	-1.89	-2
S000002579	-0.34	-0.64	-0.47	-0.36	-0.22	-0.01	-0.34	0.15	0.37	0.29	0.64	-0.17	-0.12	-0.12	0.06	0.43	-0.03	0.18	-0.12	0.45		0.44	0.48	0.9	0.41	0.72	0.38	0.58	0.15	0.29	0.44	0.55	0.38	0.36	0.23	0.06	-0.22	-0.1	-0.17	-0.3	-0.09	0.15	-0.15	0.39	-0.04	-0.27	-0.23	0.12	-0.74	-0.22	-0.15	-0.25	-0.29	-0.34	0.1	-0.07	-0.62	-0.3	-0.29	-1.43	-0.6	0.01	-0.01	0.03	-0.03	-0.76	-0.06	-0.47	-0.09	-0.34	-0.32	0.4	0.24	0.07	0.23	-0.42	-0.38	-0.17	-0.92
S000000138	0.3	0.33	0.15	0.26	0.31	-0.29	-0.12	0.25	-0.07	-0.03	0.18	0.11	0.18	0.11	0.28	0.46	-0.1	-0.09	-0.09	-0.23	0.14	0.2	-0.1	-0.64	-0.45	-0.84	-0.69	-0.6	-1.03	-1.15	-1.43	-0.27	-0.04	0.3	0.08	-0.03	-0.54	-0.1	-0.09	0.69	0.03		-0.76	-0.36	-0.94	-0.18	-0.94	0.26	-1.06	-0.43	0.54	1.33	1.58	-1	0.98	1.63	-2.47	-2.18	0.32	-0.47	-0.97	0.39	-0.1	-0.23	-0.49	-0.92	-0.74	-0.56	0.28	0.37	-0.27	-0.54	0.34	0.33	1.09	0.24	0.65	-0.09	0.81
S000005677	-0.25	-0.23	-0.47	0.03	-0.17	-0.07	0.04	-0.32	0.07	-0.27	-0.15	-0.01	-0.1	-0.14	0.14	0.14	-0.1	-0.09	-0.32	-0.07	-0.3	-0.18	-0.36	-0.27	-0.04	-0.09	0.21	0.33	0.06	0.15	0.14	-0.25	-0.18	-0.09	-0.12	-0.25	-0.12	-0.1	-0.38	-0.47	-0.18	-0.2	-0.54	0.08	-0.09	-0.32	-0.51	-0.27	-0.58	-0.43	-0.34	-0.01	0.24	-0.34	0.07	0.59	-0.79	-1.36	-0.03	-0.58	-0.22	0.44	-0.1	0.7	-0.23	-0.6	-0.15	-0.36	0.21	-0.29	-0.03	0.25	0.29	0.3	0.37	0.07	-0.15	-0.1	-0.6
S000001300	-0.38	-0.47	-0.23	-0.07	0.1	-1.25	0.1		-0.06	-0.06	0.04	-0.04	-0.04	-0.45		-0.15	-0.03	-0.09	0.01	-0.27	-0.3	-0.15	-0.4	-0.49	-0.45	-0.34	-0.22	-0.32	-0.47	0.14	-0.01	-0.42	0.46	0.2	0.01	-0.42	-0.07	-0.17	-0.23	-0.36	-0.23	-0.18	-0.4	0.1	-0.4	-0.22	-0.42	-0.47	-0.62	-0.45	0.45	0.37	0.15	-0.42	0.65	0.53	-0.62	-0.62	-0.09	-0.43	-0.42	0.08	0.04	0.04	-0.6	-0.84	-0.64	-0.74	-0.03	-0.62	-0.27	-0.56	0.03	-0.06	-0.04	-0.29	-0.25	-0.54	-0.94
S000004128	0.16	-0.12	-0.2	-0.18	0.19	0.01	0.32	0.06	-0.03	0.01	-0.07	-0.1	0.08	-0.17	0.16	0.16	0.2	-0.12	-0.17	-0.36	-0.56	-0.34	-0.17	-0.18	-0.36	-0.29	0.12	0.04		-0.01	-0.12	-0.1	0.77	0.45	0.3	0.3	0.42	0.36	0.06	-0.17	-0.14	0.21	-0.01	-1.09	-0.15	-0.29	-0.34	-0.56	-1.09	-0.76	0.23	0.15	-0.03	-0.49	0.94	0.56	-1.47	-1.47	-0.17	0.07	-0.23	-0.12		0.77	-0.3	-0.92	-0.23	-0.07	-0.67	-0.76	-0.09	-0.12	-0.15	-0.29	0.11	-0.12	-0.04	-0.81	-1.12
S000005380	-0.1	-0.43	-0.3	-0.07	0.2	0.62	0.36	-0.09	-0.25	-0.34	-0.12	-0.22	-0.12	-0.03	-0.03	-0.27	0.08	-0.2	-0.62	-0.18	-0.27	-0.18	0.15	0.12	0.29	0.1		-0.03	-0.4	0.06	-0.01	-0.18	-0.04	-0.12	-0.07	-0.62	-0.6	-0.32	0.28	0.75	-0.36	-1.22	-0.56		-0.56	-0.07	-0.36	-0.56	-0.67	-0.2	0.14	0.24	0.07	-0.92	0.23	0.15	-2.06	-1.56	-0.04	0.07	0.12		0.44	0.37	-0.42	-0.74	-0.2	-0.15	-0.09	0.16	-0.01	-0.01	-0.09	0.16	0.04	-0.12	-0.12	-1.12	-0.67
S000000273	-0.1	-0.67	-0.67	-0.81	-0.54	-0.15	0.07	0.46	0.16	0.11	0.4	0.45	-0.01	-0.07		0.48	-0.1	0.58	-1.69	-0.04	-0.3	-0.12		-0.01	0.07	0.12	0.46	-0.09	-0.22	0.37	0.43	0.07			-0.09	0.08	0.11	0.34	0.32	-0.01	-0.25	0.37	0.23	0.37	-0.4	-0.2	-1	0.21	-2.18	-0.81	0.58	0.99	1.32	-1.79	1.2	1.98	-3.84	-2.84	-0.17	-1.18	-0.86	-0.34	0.16	-0.18	-0.3	-1.12	-0.69	-0.89	0.14	-0.36	-0.45	0.21	0.3	0.18	0.39	-0.74	-1.03	-1.64	-0.29
S000005739	0.04	-0.54	-0.29	-0.25	0.11	0.28	0.06	-0.2	-0.23	-0.27	-0.29	-0.45	-0.14	-0.49	-0.18	-0.36	-0.04	0.11	0.3	-0.6	-0.47	-0.36	0.19	0.06	-0.01	0.07	-0.27	-0.22	-0.01	-0.38	-0.56	-0.32	-0.01	-0.1	-0.22	-0.06	-0.03	-0.47	-0.15	-0.23	-0.36	-0.23	-0.1	-0.47	-0.25	-0.3	-0.43	-0.34	-0.94		0.29	0.4	0.2	-0.79	0.65	0.89	-1.29	-1.47	-0.25	-0.84	-0.43	-0.25	-0.45	-0.23	-0.25	-0.6	-0.38	-0.06	-0.36	-0.03	0.14	-0.04	-0.07	-0.09	-0.14	-0.6	-0.3	-0.71	-0.56
S000004498	-0.04	-0.42	0.31	0.11	0.3	-0.06	0.28	-0.07	0.28	0.14	0.21	-0.09	-0.04	-0.4		-0.2	0.12	-0.2	-0.47	-0.49	-0.38	-0.15	-0.4	-0.69	-0.36	-0.25	-0.22	-0.36	-0.69	-0.1	-0.42	-0.14	0.78	0.1	-0.22	-0.27	0.04	0.14	0.39	0.15	-0.17	0.03	0.07	0.01		-0.29	-0.23	-0.32	-0.76	-0.43	0.44	0.54		-0.43	0.58	0.24	-1.15	-1.79	-0.3	0.15		0.3	0.41	-0.17	-0.49	-0.69	-0.43	-0.23	-0.06	-0.47	-0.38	0.2	0.15	0.21	-0.07	-0.4	-0.47	0.01	-0.07
S000001872	-0.47	-0.49	-0.4	-0.34	0.2	-0.32	-0.71	-0.29	0.07	0.08	0.29	-0.03	-0.12	-0.14	-0.17	-0.12	-0.23	-0.25	-1.29	0.06	0.2	0.28	0.33	0.24	0.43	0.8	0.49	0.56	0.03	0.1	0.52	0.61	-1.32	0.2		-0.18	-0.3	-0.25	-0.06	-0.2	-0.3	-0.45	-0.2	0.65	-0.18	-0.49	-0.42	-0.07	-0.76	-0.07	1.12	0.85	0.67	-0.97	1.04	0.34	-1.36	-2.25	0.04	-0.84	-0.74	-0.03	-0.27	-1.03	-0.32	-0.79	-0.01	-0.36	-0.49	-0.54	-0.76	-1.56	0.06	0.07	-0.29	-0.76	-0.92	-1.12	-1.51
S000005796	-0.1	-0.54	-0.76	-0.62	-0.45	-0.51	-0.01	-0.27	-0.12	-0.29	-0.27	-0.23	-0.09	-0.71	-0.18	-0.2	-0.58	-0.2	-0.32	-0.09	-0.47	-0.06	-0.12	0.04	0.18	0.2	0.07	0.33	-0.07	0.16	-0.01	0.06	-0.01	0.31	-0.42	-0.42	-0.81	-0.47	-0.22	0.1	-0.54	-0.97	-0.76	0.1	-0.54	-0.51	-0.86	-0.14	-0.36	-0.6	-0.18	-0.01	0.25	0.21	0.08	0.3	-1.03	-1.69	-0.01	-0.27	-0.25	-0.47	-0.07	-0.58	-0.07	-0.92	-0.32	-0.6	-0.12	-0.25	-1.06	-0.69	0.07	0.15	0.4	0.3	0.06	-0.4	-0.92
S000005014	-0.06	-0.4	-0.04	-0.27	0.21	0.15	0.38	-0.18		-0.45	0.14	-0.71	0.04	-0.54	0.04	-0.42	-0.23	-0.62	-0.69	-1.25	-0.51	-0.92	-0.81	-0.69	-0.58	-0.43	-0.07	-0.45	-0.18	-0.1		-0.64	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42		-0.94	0.21	-0.38	-0.42	-0.69	-0.6	0.33	0.59	0.18	-0.18	0.82	0.69	-1.22	-1.22	0.04	-0.14	-0.1	0.08	-0.09	-0.38	-0.1	-0.27	-0.51	-0.6	-0.09	-0.04	-1.51	-1.4	-0.04	-0.27	0.45	0.18	0.25	0.15	-0.49
S000001541	-0.23	-0.54	-0.47	-0.38	-0.04	-0.3	0.1	-0.45	-0.34	-0.45	-0.43	-0.54	-0.14	-0.6	-0.15	-0.56	0.12	-0.6	0.29	-0.36	-0.47	-0.23	-0.47	-0.27	-0.42	0.07	-0.01	0.04	-0.27	0.04	0.07	-0.01	-0.27	-0.25	-0.03	0.29	0.3	0.16	0.18	0.4	0.15	0.34	0.34	-0.56	-0.01	-0.04	0.12	-0.71	-0.18	-0.04	0.3	0.62	-0.01	-0.23	0.49	0.36	-0.49	-1.22	-0.47	-0.6	-0.49	-0.47	-0.27	-0.89	0.1	-0.32	-0.18	-0.4	-0.49	-0.18	-0.69	-1	0.03	0.01	0.15	-0.04	0.11	0.2	-0.49
S000005571	-0.04	-0.45	-0.09	-0.03	0.25	0.57	0.46		0.06	-0.3	-0.01	-0.47	-0.03	-0.32	0.16	-0.36	0.01	-0.38	-0.38	-0.79	-0.34	-0.67	-0.32	-0.01	0.03	0.16	0.1	0.07	0.01	0.19	0.03	-0.1		-0.1	-0.17	0.14	0.4	0.49	0.5	0.84	0.33	0.34	0.49	0.15	0.37	0.16	0.6	-0.45	-0.49	-0.27	0.3	0.45	0.12	-0.45	0.73	0.48	-1.03	-1.36	-0.34	-0.76	-0.47	-0.36	-0.42	-0.58		-0.36	-0.23	-0.67	-0.32	-0.47	-0.58	-1.03	-0.17	-0.03	0.71	0.2	0.34	0.49	0.01
S000006239	0.43	0.58	0.44	-0.27	-0.38	-0.43	-0.06	-0.76	-0.74	-1.09	-0.64	-0.27	-0.29	-0.47	-0.15	-0.4	-0.49	-0.25	1.23	-0.12	-0.58	-0.06	-0.25	-0.04	-0.23	0.48	0.54	0.46	-0.43	0.16	0.38	0.23	0.3	-0.29	-0.06	0.44	0.49	0.2	0.04	0.58	0.19	0.11	0.04	-1.15	0.6	0.43	0.61	-0.4	-0.12	-0.22	0.53	0.88	0.94	-0.03	0.45	0.79	-1.22	-4.32	-0.17	-1.43	-0.74	-0.76	-1.29	-0.6	-0.3	-0.6	0.06	-0.4	-0.76	0.11	-0.79	-2.4	-0.22	0.15	-0.06	-0.1	0.48	-1.18	-0.34
S000002100	-0.3	-0.81	-0.62	-0.45	-0.49	-0.47	-0.18	-0.71	-0.42	-0.15	-0.09		-0.04	-0.47	-0.29	-0.47	-0.45	-0.51	-1.06	-0.1	0.15	0.38	-0.01	-0.12	-0.22	0.19	-0.07	0.03	-0.07	0.06	0.07	0.48	-0.74	0.07	-0.1	-0.38	0.01	0.08	0.8	0.86	0.21	-0.12	-0.18	-0.6	0.26	-0.09	-0.27	-0.62	-0.4	-0.34	-0.34		-0.17	0.16	-0.15	-0.14	-0.4	-0.89	-0.07	-0.89	-0.79	-0.22	-0.17	-0.06	-0.01	-0.81	-0.09	0.04	-0.15	-0.12	-0.27	-0.06	-0.2	-0.06	0.1	-0.25	-0.2	-0.54	-0.6
S000000296	-0.23	-0.45	-0.56	-0.86	-1	-1.32	-0.3	0.65	1.52	0.77	0.77	0.15	-0.07	-0.42	-1.22	0.2	0.29	0.34	-1.32	-0.23	-0.43	-0.15	-0.32	-0.23	-0.51	0.04	0.1	0.62	0.1	0.39	0.08	0.4	-0.47	-1.94	-2.56	-1.29	0.55	1.88	0.59	-0.62	-1.25	0.33	1.3	1.74	0.08	-0.42	-0.47	-0.03	-0.1	-0.07	-0.09	-0.04	-0.09	0.21	0.07	0.59	0.36	1.7	0.11	-1.43	-1.4	-0.64	0.41	0.04	-0.42	-1.4	-1.84	-1.51	-0.17	-0.43	-1.15	-0.49	0.07	0.07	0.26	-0.47	-0.92	-1.51	-2.12
S000006081	-0.04	-0.56	0.03	-0.17	-0.07	-0.03	-0.04	-0.29	0.06	-0.04	-0.06	0.18	-0.1	0.15	-0.03	0.24	0.52	-0.09	-1.4	-0.4	-0.14	-0.23	0.4	0.4	-0.22	0.07	-0.07	0.26	0.08	-0.1	-0.38	-0.12	-0.23	-0.07	0.07	-0.3	-0.17	-0.14	-0.04	-0.4	-0.23	-0.32	-0.22	-0.18	-0.03	-0.38	-0.49	-0.34	0.42	0.68	0.65	0.45	0.29	-0.45	-0.56	-0.92	0.24	1.51	-0.2	-1.29	0.25	-1.18	-0.56	0.67	-0.62	-0.56	-0.74	-1.09	-0.07	-0.1	-0.06	-0.38	-0.06		-0.34	-0.38	-0.62	-1.84	-2
S000004968		-0.79	-0.43	-0.47	0.12	-0.1	0.37		0.08	0.03	-0.09	0.1	-0.06		-0.18	-0.12	0.32	0.01	-0.86	-0.47	-0.47	-0.17	0.11	0.4	-0.14	0.11		0.11	-0.4	-0.45	-0.4	-0.03	0.56	0.53	0.23	0.06	0.1	0.26	0.23	0.21	-0.06	0.21	-0.25	-0.6	-0.12	-0.54	-0.6	-0.4	0.55	0.89	0.83	0.82	0.93	-0.64	-0.64	-0.71	0.57	1.19	-0.25	-1.89	-0.86	-0.3		-0.1	-0.4	-1.06	-0.36	-0.76	-0.6	0.32	-0.25	0.54	-0.07	-0.01	-0.06	-0.62	-0.81	-0.71	-0.94
S000002482	-0.27	-0.49	-0.47	-0.2	-0.54	-0.23	-0.67	-0.09		-0.45	-0.2	-0.17	-0.09	-0.22	-0.42	0.08		-0.14	-0.67	-0.43	-0.45	-0.29	-0.01	-0.01	-0.25	-0.27	-0.42	-0.29	-0.25	-0.6	-0.4	-0.45	0.56	0.57	0.39	-0.06	0.03	0.14	-0.12	0.08	0.07	-0.09	0.15	0.07	-0.06	-0.49	0.07	-0.3	0.99	0.91	0.15	0.88	1.23	-0.06	-0.79	-0.2	0.18	-0.3	-0.51	-1.51	-0.79	-0.97	-0.6	0.1	-0.36	-0.12	-0.64	-0.71	-0.34	0.08	0.24	0.58	0.03	-0.06	0.07	-0.45	-0.71	-0.22	-0.67
S000001170	0.39	0.04	-0.1	-0.23	-0.17	0.04	-0.15	0.48	0.55	0.03	0.59		0.12	-0.01	0.2	0.3	0.18	-0.1	-0.84	-1.15	-0.45	0.18	0.7	0.58	0.52	0.16	-0.64	0.16	0.23	-0.6	-0.27	0.07	-0.04	0.04	0.04	-0.69	-0.56	-0.25	-0.32	0.85	-0.23	-1.22	-0.2	0.39	-0.6	-0.42	-0.49	-0.15	-0.69	1.34	1.64	1.38	1.19	-1.6	0.24	-0.56	-0.89	0.11	0.19	-1	-1.15	-0.86	-0.34	-0.04	0.07	-1.32	-0.89	-1.25	0.15	0.01	-0.32	-0.04	0.24	0.08	0.23	-0.71	-0.67	-1.89	-2.32
S000005188	-0.01	-0.49	-0.2	-0.18	0.2	0.29	0.28	-0.18	0.18	-0.2	0.15	-0.56	0.04	-0.58	0.04	-0.29	-0.04	-0.03	-0.64	-0.74	-0.76	-0.38	-0.04	-0.17	-0.34	-0.18	-0.04	-0.2	-0.34	0.07	-0.2	-0.54	0.57	0.76	0.8	0.67	0.73	0.86	0.7	0.66	0.5	0.45	0.72	-1.18	0.51	0.31	0.52	-0.36	-0.18	0.21	0.31	0.1	-0.18	-0.47	0.07	-0.42	-0.42	-0.07	-0.58	-1.03	-1.47	-1.36	-0.54	-1.18	0.33	0.04	-0.69	-0.71	-0.51	-0.38	-1	-1.03	-0.12	-0.22	-0.15	-0.34	-0.49	-0.92	-1.51
S000004234	-0.22	-0.47	-0.89	-0.79	-0.54	-0.42	-0.12	-0.38	0.03	-0.04	-0.27	-0.25	-0.23	-0.58	-0.34	-0.2	-0.54	-0.29	-0.51	-0.38	0.23	0.28	0.23	0.07	-0.18	0.33	-0.03	0.28	0.18	-0.04	0.03	-0.01	0.5	0.32	0.01	-0.04	-0.04		0.08		-0.01	0.06	0.08	0.03	0.04	-0.17	-0.06	-0.14		0.21	0.8	0.49	0.8	-0.67	0.8	0.07	-0.71	-0.23	-0.56	-0.89	-1.29	-0.67	-0.42	-1.12	0.3	-0.54	-0.22	-0.43	-0.38	-0.22	-0.97	-0.54	0.24	-0.15	-0.25	-0.47	-0.6	-1.12	-1.51
S000002872	-0.32	-0.54	-0.47	-0.17	0.01	-0.47	-0.04	0.12	-0.04	0.16	-0.14	0.53	-0.36	-0.22	-0.06	-0.14	-0.18	-0.6	-0.25	-0.69	-0.76	-0.18	-0.25	-0.36	-0.34	-0.47	-0.06	-0.06	-0.4	-0.14	0.12	-0.4	0.2	0.16	0.19	0.19	0.1	-0.01	-0.18	-0.38	0.07	-0.17	-0.2	-1	-0.4	-0.32	-0.32	-0.23	-0.2	0.3	0.26	0.25	0.48	-0.38	-0.1	-0.03	-0.2	0.33	-0.74	-0.22	-0.62	-0.3	-0.25	-0.43	-0.3	-0.56	-0.38	-0.04	-0.42	-0.23	-0.84	-0.76	-0.04	-0.18	-0.14	-0.51	-0.4	-0.76	-0.81
S000004685		-0.42	-0.34	-0.64	-0.07	-0.43	0.07	-0.36	-0.1	-0.2	-0.15	-0.06	-0.03	-0.34	-0.2	-0.12	-0.03	-0.17	-0.67	-0.51	-0.56	-0.67	-0.1	0.03	-0.29	-0.27	-0.06	0.15	-0.36	0.01	-0.51	-0.07	0.18	0.01	-0.14	0.14	0.14	0.12	0.07	-0.04	-0.07	0.15	-0.1	-1.03	-0.14	-0.25	-0.36	-0.43	-0.25	0.33	0.71	0.55	0.6	-0.62	-0.2	-0.23	0.16	0.56	-0.32	-0.76	-0.84	-0.36	-0.2	-1.06	-0.38	-0.89	-0.54	-0.6	-0.51	-0.38	-0.92	-0.92	-0.04	-0.03	-0.47	-0.49	-0.79	-1.32	-1.4
S000001487	-0.43	-1.4	-1	-1.15	-0.3	-0.42	0.58	-0.34	0.2	-0.34	-0.27	-0.67	-0.1	-0.56	0.01	-0.18	0.26	0.07	-1.43	-0.71	-0.76	-0.43	-0.22	-0.07	-0.17	-0.32	-0.14	0.04	-0.15	-0.15	-0.69	-0.17	0.08	-0.27	-0.23	0.5	0.71	0.33	-0.2	-0.18	-0.09	0.3	0.3	-0.74	-0.84	-0.86	-0.67	-0.56	-0.07	0.24	1.44	0.76	0.9	-0.64	0.14	0.07	0.15	0.2	-0.07	-1.64	-1.32	-1.09	-0.04	-0.42	0.06	-1.4	-0.81	-1	-0.49	-0.79	-1.51	-0.84	-0.01	-0.04	0.15	-0.36	-0.54	-0.81	-0.84
S000002984	0.55	-0.69	0.04	0.19	0.18	0.58	-0.25	-0.09	-0.22	-0.29	0.06	-0.23	-0.07	-0.15	0.16	-0.1	0.25	0.06	-1.4	-0.64	-0.36	-0.1	-0.06	-0.36	-0.34	-0.18	-0.17	-0.29	-0.42	-0.47	-0.14	-0.58	-0.25	0.01	-0.03	-0.09	-0.27	-0.03		0.03	0.18	-0.32	-0.04	0.08	-0.29	-0.4	-0.29	-0.18	0.08	0.23	0.86	0.97	0.53	-0.38	0.38	-0.12	0.48	0.45	-0.06	-0.81	-1.12	-0.81	0.07	-0.15	-0.18	-0.81	-0.58	-0.67	-0.45	-0.42	-0.89	-1.25	0.08	0.3	0.32	-0.4	-0.71	-0.69	-1.09
S000003496	0.2	-0.54	-0.47	-0.54	-0.18	-0.4	-0.06	-0.42	-0.01	-0.27	0.01	-0.09	0.01	-0.2	0.1	-0.09	-0.07	-0.06	-1.51	-0.6	-0.43	-0.04	0.5	0.11	-0.01	-0.25	-0.32	-0.12	-0.07	-0.34	-0.86	-0.47	-0.1	-0.1	-0.06	-0.29	-0.1	0.08	-0.03	-0.25	-0.49	-0.29	-0.14	0.08	-0.3	-0.45	-0.64	-0.42	0.14	0.9	0.64		0.18	-1.06	-0.71	-0.92	0.3	0.56	-0.38	-1.4	-2.12	-1.4	-0.6	-1	-0.36	-1.06	-1	-1.22		-0.92	-0.23	-1.09	0.42	0.43		-0.71	-0.81	-2.56	-2.06
S000002729	-0.03	-0.56	-0.07	-0.62	0.14	0.06	0.11	-0.3	0.01	-0.4	0.34	-0.38	-0.12	-0.18	0.33	-0.12	0.04	-0.84	-1.6	-0.64	-0.51	-0.32	0.07	-0.27	-0.15	-0.23	-0.49	-0.23	-0.49	-0.45	-0.64	-0.36	-0.14	-0.03	0.03	0.01	0.01	-0.2	-0.23	0.87	-0.47	-0.45	-0.2	-1.43	-0.69	-0.86	-0.86	-0.47	-0.47	0.34	0.2	-0.25	-0.34	-1.18	-0.56	-0.4	-0.56	0.5	-0.1	-0.64	-1.64	-1.22	-0.06	-0.6	0.38	-1.03	-0.29	-0.81	0.15	-0.14	-1	-0.58	-0.01	0.07	0.24	-0.56	-0.45	-1.84	-2.06
S000000888	0.12	-0.42	-0.12	-0.14	0.3	-0.14	0.45	-0.14	0.14	0.16	-0.1	0.06	0.19		0.26	0.03	0.07	-0.01	-1.94	-0.67	-0.64	-0.43	0.04	0.04	-0.15	0.39	0.15	0.49	0.04	-0.01	0.2	0.41	0.16	0.15	0.25	0.46	0.44	0.11	0.2	0.3	0.21	0.26	0.25	-0.86	-0.14	-0.3	-0.06	-0.2	0.57	0.43	0.29	-0.25	0.18	-0.03	-0.74	-0.81	0.19	-0.45	-0.27	-1.36	-1.69	-0.92	-0.27	-0.86	-0.32	-0.84	-0.47	-0.79	-0.25	-0.4	-0.45	-0.38	0.18	0.38	0.79	0.1	-0.22	-0.94	-1.69
S000000453	0.32	-0.06	0.42	0.37	0.23	-0.01	0.24	0.06	0.36	-0.01	0.38	0.19	0.24	-0.42	0.16	0.2	0.18	0.76	-1.43	-0.58	-0.56	-0.03	0.08	0.54	0.34	0.71	0.64	0.51	-0.29	0.32	0.2	0.07	-0.07	0.14	0.28	0.21	0.3	0.18	0.23	0.18	-0.06		0.15	-0.17	-0.15	-0.17	-0.18	-0.18	0.12	0.24	0.21	0.57	0.59	0.01	-0.27	-0.01	-0.94	-0.97	-0.06	-0.71	-1.89	-1.29	-0.58	-1	0.03	-0.89	-1	-1.25	-0.3	-0.4	-0.32	-0.62	0.15	0.04	0.14	-0.43	-0.6	-2	-2.4
S000004856	-0.32	-0.47	-0.56	-1.4	-0.29	-0.32	0.3	-0.04	0.1	-0.1	0.01	-0.42	-0.09	-0.43	0.06	-0.42	0.08	-0.2	-0.58	-0.45	-0.45	-0.47	0.2	0.25	0.14	0.37	0.12	0.36	0.21	0.16	0.18	0.06	-0.4	0.15	-0.3	0.34	-0.1	-0.06	-0.32	0.41	0.43	-1.74	0.03	0.36	-0.64		-0.36	-0.29	0.06	0.23	1.38	1.42	1.42	-0.18	0.7	0.88	-0.6	-0.84	-0.29	-1.36	-1.69	-1.15	-0.38	-0.27	0.2	-1.6	-1.22	-1.15	-0.54	-0.56	-0.84	-2	0.08	0.18	0.69	-0.17	-0.17	-0.67	-0.45
S000002862	-0.09	-0.15	-0.29	0.14	-0.22	0.24	-0.2	0.03	0.06	0.3	0.15	-0.09		-0.18	0.12	0.15	-0.01	0.12	-0.42	-0.07	0.12	-0.23	0.37	0.49	0.5	0.33	0.12	0.32	0.4	0.15	-0.17	0.21	-0.18		-0.01	0.06	-0.07	-0.06	-0.15	0.25	0.48	-0.34	-0.03	0.39	-0.6	-0.51	-0.32	0.3	-0.06	0.2	1.87	1.85	1.82	-0.3	1.75	1.23	-0.42	-0.71	-0.17	-0.79	-1.47	-1.43	-0.4	-0.58	0.51	-0.47	-0.23	-0.51	-0.29	-0.17	-1.25	-0.92	0.25	0.12	0.36	-0.14	-0.07	-0.47	-1.32
S000000630	-0.67	-0.64	-0.56	-0.17	0.1	0.34	0.11	0.06	0.12	0.1	0.19	-0.12	0.2	0.08	0.19	0.2	0.11		-1.74	-0.23	-0.18	-0.17	0.3	0.72	0.89	0.76	0.19	0.39	0.44	0.06	-0.34	0.06	-0.07		0.23	0.56	0.57	0.23	0.06	0.38	0.06	0.06	0.07	-0.97	-0.54	-0.76	-0.64	0.23	-0.2	-0.51	1.16	1.55	1.69	-0.49	1.3	1.26	0.14	-0.43	-0.01	-1.18	-1.06	-0.84	-0.22	0.49	0.33	-1.15	-0.38	-0.54	-0.23	-0.42	-1.32	-0.54	0.12	0.15	0.9	0.01	-0.43	-0.89	-1.64
S000004364	-0.64	-0.97	-0.51	-0.32	0.38	-0.15	0.3	-0.56	-0.43	-0.62	-0.51	-0.27	0.03	-0.2	0.07	-0.62	-0.34	-0.84	-2.18	-1.18	-0.92	-0.71	0.23	0.58	0.43	0.4	0.06	0.16		-0.67	-0.69	-0.71	-0.42	-0.09	0.28	0.31	0.11	-0.22	-0.18	0.29	0.11	0.06	-0.17	-1.22	-0.64	-0.67	-0.67	-0.27	-0.29	0.76	2.24	1.75	1.7	-1.32	0.74	0.29		-1.47	-0.23	-1.56	-1.74	-1.69	-0.22	-0.89	-0.34	-1.09	-0.58	-0.86	0.04	-0.92	-0.97	-0.64	0.1	0.34	0.63	-0.07	0.07	-1.22	-2.12
S000000781	-0.25	-0.62	-0.62	-0.23	-0.2	0.07	-0.34	0.11	0.31	-0.18	0.44	0.23	0.07	0.01	-0.03	0.43	-0.29	-0.01	-0.74	-0.69	-0.09	-0.01	0.07	0.34	0.4	-0.07	-0.3	-0.03	0.1	-0.45	-0.51	-0.38	0.57	0.33	-0.06	0.11	-0.17	-0.04	-0.14	-0.23	-0.17	-0.14	-0.47	-0.01	-0.4	-0.79	-0.79	-0.23	0.15	0.24	0.8	0.93	0.99	-0.27	0.45	0.54	0.15	-0.25	-0.2	-1.36	-1.51	-0.58	-0.51	-0.49	-0.67	-0.58	-0.89	-0.76	-0.15	-0.62	-0.32	-0.14	0.28	0.38	0.59	-0.25	-0.49	-0.92	-1.29
